team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Rumble,Ezreal,Rell,Maokai,Jayce,Galio,Xin Zhao,Alistar,Sivir,Karma,1
Rell,Viktor,Kai'Sa,Viego,Sion,Sejuani,Alistar,Yone,Xayah,Gwen,0
Ezreal,Vi,Ambessa,Syndra,Rell,Corki,Sejuani,Renekton,Aurora,Leona,1
Orianna,Pantheon,Kai'Sa,Alistar,Camille,Nocturne,LeBlanc,Xayah,Leona,Poppy,1
Ezreal,Taliyah,Alistar,K'Sante,Vi,Wukong,Rell,Syndra,Jhin,Gwen,1
Jayce,Fiora,Zyra,Nautilus,Ashe,Azir,K'Sante,Jarvan IV,Caitlyn,Neeko,0
Varus,Lulu,Jax,Mel,Volibear,Xin Zhao,Sivir,Gragas,Seraphine,Orianna,1
Vi,Ambessa,Nautilus,Syndra,Kai'Sa,Seraphine,Wukong,Renekton,Miss Fortune,Akali,1
Varus,Diana,K'Sante,Jayce,Braum,Kalista,Vi,Ambessa,Zac,Orianna,1
Maokai,Taliyah,Varus,Vi,Seraphine,Pantheon,Azir,Sivir,Lulu,Gwen,0
K'Sante,Ivern,Jinx,Rakan,Syndra,Skarner,Ambessa,Twitch,Leona,Azir,1
Skarner,Varus,Aurora,Pyke,Mordekaiser,Maokai,Corki,Alistar,Lillia,Smolder,0
K'Sante,Varus,Xin Zhao,Galio,Leona,Maokai,Corki,Pantheon,Mel,Lillia,1
Yone,Ornn,Poppy,Milio,Sivir,Maokai,Pantheon,Taliyah,Braum,Aphelios,0
Mel,Viego,Nautilus,Poppy,Tristana,Zeri,Lulu,Lee Sin,K'Sante,Karma,1
K'Sante,Nocturne,Jinx,Syndra,Rakan,Zac,Orianna,Kindred,Kai'Sa,Leona,1
Corki,Taliyah,Rell,Renekton,Ahri,Jarvan IV,Miss Fortune,Hwei,Syndra,Dr. Mundo,1
Zyra,Nautilus,Gnar,Tristana,Hwei,Diana,Jhin,Braum,Jax,Sion,1
Ezreal,Hwei,Nautilus,Swain,Pantheon,Zeri,K'Sante,Ahri,Braum,Nocturne,0
Skarner,K'Sante,Ezreal,Azir,Nautilus,Nocturne,Orianna,Gnar,Varus,Taric,1
K'Sante,Xayah,Rakan,Taliyah,Viego,Vi,Kai'Sa,Leona,Ornn,Azir,0
Jayce,Vi,Taliyah,Kai'Sa,Rell,Kalista,Wukong,Sion,Orianna,Nocturne,1
Varus,Taliyah,Jax,Alistar,Kindred,Aurora,Ezreal,Leona,Vi,Ornn,1
Nautilus,Brand,Tryndamere,Twitch,Taric,Skarner,Viktor,Camille,Xayah,Braum,0
Pantheon,Lillia,Caitlyn,Nasus,Ornn,Sejuani,Kai'Sa,Blitzcrank,Yone,Shen,0
Draven,Sejuani,Karma,Jax,Pantheon,Viktor,Kog'Maw,Garen,Xin Zhao,Rakan,1
K'Sante,Xayah,Rakan,Ryze,Sejuani,Kai'Sa,Vi,Ornn,Ahri,Rell,0
Jinx,Poppy,Cassiopeia,Ornn,Renata Glasc,Sion,Lillia,Galio,Xayah,Rakan,1
Xin Zhao,Syndra,Ornn,Xayah,Poppy,Wukong,Aurora,Aatrox,Kai'Sa,Neeko,1
Mel,Varus,Maokai,Alistar,K'Sante,Corki,Aurora,Rell,Wukong,Gnar,0
Jayce,Jhin,Sylas,Karma,Zac,Caitlyn,Gnar,Wukong,Akali,Pyke,1
Mel,Maokai,Zeri,Rengar,Jax,Leona,Viego,Sivir,Ryze,Rumble,0
Corki,Lillia,Ambessa,Kai'Sa,Nautilus,K'Sante,Varus,Viktor,Poppy,Xin Zhao,0
Rumble,Yone,Sejuani,Jinx,Renata Glasc,Jayce,Vi,Akali,Ashe,Neeko,1
Aurora,Pantheon,Ezreal,Gragas,Alistar,Miss Fortune,Wukong,Taliyah,Jax,Galio,1
Zyra,Leona,Ezreal,Jayce,Ornn,Rumble,Corki,Nocturne,Rakan,Zeri,1
K'Sante,Xin Zhao,Miss Fortune,Mel,Alistar,Ambessa,Varus,Pantheon,Hwei,Pyke,0
Skarner,Kai'Sa,Nautilus,Yone,Sion,Viktor,Jhin,Wukong,Poppy,Annie,1
Kalista,Galio,Renata Glasc,Aatrox,Lee Sin,Vi,Jax,Taliyah,Jinx,Thresh,0
Jayce,Maokai,Kai'Sa,Aurora,Leona,Wukong,Ezreal,Ambessa,Rell,Galio,1
Ezreal,Akali,Sejuani,Gnar,Rell,Corki,Azir,Pantheon,Renekton,Elise,1
Skarner,Ezreal,Leona,Akali,Renekton,Varus,Ivern,Rell,Viktor,Gnar,0
Mel,Rell,Vi,Azir,Garen,Ezreal,K'Sante,Wukong,Braum,Taliyah,1
Maokai,Jayce,Zeri,Yone,Pyke,Sejuani,Irelia,Twitch,Gragas,Rakan,1
Jayce,Nautilus,Ezreal,Viktor,Xin Zhao,Corki,Vi,Rell,K'Sante,Ahri,1
Varus,K'Sante,Rell,Lee Sin,Neeko,Ezreal,Ambessa,Lillia,Karma,Fiora,0
K'Sante,Varus,Jax,Alistar,Azir,Gnar,Xin Zhao,Zeri,Rakan,LeBlanc,0
Varus,Leona,Ambessa,Vi,Galio,Ashe,Seraphine,Sion,Lee Sin,Taliyah,1
Maokai,Kai'Sa,Yone,Rell,Renekton,Ezreal,Sejuani,Leona,Ahri,Olaf,1
Fiora,Akali,Jarvan IV,Kog'Maw,Lulu,Sejuani,Mel,Renekton,Nautilus,Yone,1
Skarner,Xayah,Renata Glasc,Mel,Jax,Leona,Vi,Ziggs,Sion,Azir,1
Varus,Zyra,Leona,Smolder,Jax,Twitch,Maokai,Gnar,Jarvan IV,Orianna,1
Skarner,Sylas,Rell,Miss Fortune,Aatrox,Maokai,Ahri,Poppy,Sivir,Lulu,1
Ashe,Zyra,Yone,Renekton,Nautilus,Jinx,Viego,Lulu,Akali,Olaf,1
K'Sante,Miss Fortune,Vi,Rakan,Ahri,Maokai,Corki,Braum,Xin Zhao,Taliyah,1
Maokai,Smolder,Wukong,Viktor,Rakan,Sejuani,Ezreal,Rumble,Corki,Nautilus,1
Ambessa,Kai'Sa,Wukong,Alistar,Hwei,Jinx,Skarner,Rakan,Shen,Syndra,1
Skarner,Rell,Azir,Sivir,Pantheon,Varus,Ivern,Leona,Hwei,Cho'Gath,1
Caitlyn,Wukong,Mel,Rell,Ornn,Jhin,Zyra,Galio,Nautilus,Sett,1
Ambessa,Viego,Rell,Taliyah,Xayah,Camille,Sejuani,Poppy,Galio,Sivir,0
Corki,Nautilus,Wukong,Aurora,Sion,Ezreal,Maokai,Jayce,Rakan,Gwen,1
Sejuani,Mel,Yone,Braum,Camille,Pantheon,Xayah,Amumu,Volibear,Lulu,0
Varus,Nocturne,Orianna,Thresh,Sion,Jinx,Ivern,Leona,Sylas,Gnar,0
Sejuani,Yone,Kai'Sa,Alistar,Mordekaiser,Xin Zhao,Ryze,Ornn,Tristana,Milio,1
Varus,Mel,Rell,Pantheon,K'Sante,Ezreal,Syndra,Jarvan IV,Rakan,Renekton,0
Viktor,Kai'Sa,Wukong,Camille,Maokai,Corki,Ornn,Lillia,Galio,Thresh,1
Vi,Leona,Taliyah,Gnar,Miss Fortune,Xin Zhao,Aurora,Ashe,Vel'Koz,Bard,1
Jayce,Xin Zhao,Galio,Zeri,Rakan,Rumble,Vi,Ezreal,Sylas,Alistar,0
Nidalee,Leona,Renekton,Varus,Azir,Ambessa,Corki,Lillia,Ezreal,Rell,1
Ambessa,Kai'Sa,Azir,Sejuani,Rell,K'Sante,Varus,Maokai,Aurora,Braum,0
Ashe,Rumble,Braum,Poppy,Viktor,Aurora,Xin Zhao,Kennen,Jhin,Bard,1
Lillia,Miss Fortune,Nautilus,Ryze,Gnar,Ashe,Poppy,Zyra,Ahri,Gangplank,0
Jayce,Viego,Ryze,Senna,Ornn,Miss Fortune,Zyra,Nautilus,Hwei,Sion,1
Lulu,Zeri,Akali,Pantheon,Galio,Vi,Yone,Maokai,Karma,Caitlyn,0
Varus,Azir,Poppy,Sejuani,Renekton,Ambessa,Aurora,Miss Fortune,Pantheon,Maokai,1
Ambessa,Viego,Ryze,Miss Fortune,Nautilus,Corki,Nidalee,Renekton,Varus,Rell,1
K'Sante,Vi,Hwei,Xayah,Rakan,Corki,Jayce,Kai'Sa,Nautilus,Xin Zhao,1
Maokai,Kai'Sa,Jayce,Braum,Rumble,Sejuani,Rell,Zeri,Viktor,Riven,1
Rumble,Skarner,Ashe,Azir,Renata Glasc,Zyra,Leona,Ezreal,Udyr,Lee Sin,1
Skarner,Zeri,Lulu,Orianna,Gnar,Ezreal,Wukong,Karma,Taliyah,Jax,1
Ezreal,Rell,Pantheon,Rumble,Yone,K'Sante,Mel,Vi,Nautilus,Jinx,1
Aurora,Wukong,Poppy,Smolder,Bard,K'Sante,Kai'Sa,Viktor,Volibear,Blitzcrank,1
Ivern,Ambessa,Viktor,Nautilus,Jinx,Maokai,Jayce,Renekton,Mel,Nidalee,1
Ashe,Ryze,Viego,Olaf,Elise,Lee Sin,Ziggs,Leona,Camille,Viktor,1
Ivern,Leona,Irelia,Gwen,Sivir,Rumble,Yone,Maokai,Varus,Rakan,1
Xin Zhao,Lulu,Jinx,Gnar,Taliyah,Rakan,Jax,Aphelios,Karma,Maokai,1
Gragas,Jinx,Alistar,Yone,Lillia,Jhin,Nidalee,Aatrox,Tristana,Rell,1
Ezreal,K'Sante,Zyra,Smolder,Karma,Wukong,Azir,Camille,Caitlyn,Thresh,0
Corki,Maokai,Varus,Leona,Ambessa,Pantheon,K'Sante,Ezreal,Syndra,Karma,1
Ziggs,Sejuani,Yone,Shen,Aatrox,Jhin,Alistar,Akali,Olaf,Zac,1
Azir,Vi,K'Sante,Ezreal,Leona,Ambessa,Corki,Sejuani,Viktor,Rakan,0
Wukong,Ahri,Gragas,Zeri,Lulu,Xin Zhao,Orianna,Varus,Rell,Sion,1
Maokai,Jayce,Rumble,Sivir,Blitzcrank,Ivern,Mel,Nautilus,Gnar,Kai'Sa,1
Jayce,Sejuani,Corki,Rell,Sylas,Varus,Vi,K'Sante,Azir,Braum,0
Yone,Zyra,Sion,Ezreal,Leona,Poppy,Akali,Gnar,Kai'Sa,Xin Zhao,0
Vi,Kai'Sa,K'Sante,Taliyah,Poppy,Ambessa,Ezreal,Azir,Pantheon,Elise,1
Maokai,Rell,Varus,Tristana,Camille,Rumble,Corki,Alistar,Xin Zhao,Syndra,1
Miss Fortune,Alistar,Viktor,Maokai,Jax,Pantheon,Jhin,Orianna,Bard,Garen,1
Jayce,Zeri,Sejuani,Orianna,Yuumi,Lulu,Wukong,Sivir,Sion,Sylas,1
Kalista,Sejuani,Ambessa,Pantheon,Azir,Skarner,Taliyah,Corki,Gangplank,Nautilus,0
Jayce,Kai'Sa,Xin Zhao,Rakan,Aurora,Rumble,Vi,Alistar,Zeri,Viktor,1
Ezreal,Lillia,Rell,Sion,Hwei,Wukong,Ziggs,Poppy,Ahri,Aatrox,1
Vi,Galio,Kai'Sa,Rell,Corki,Rumble,Sejuani,Yone,Ezreal,Alistar,0
Yone,Sejuani,Kai'Sa,Camille,Alistar,Ezreal,Nidalee,Leona,Ambessa,Mordekaiser,1
Xin Zhao,K'Sante,Varus,Ryze,Karma,Ashe,Ambessa,Braum,Nidalee,Ahri,1
Rumble,Vi,Taliyah,Corki,Nautilus,Poppy,Azir,K'Sante,Ashe,Xin Zhao,1
Maokai,Xayah,Rakan,Nocturne,Taliyah,Leona,Jax,Miss Fortune,Viktor,Viego,1
Maokai,Miss Fortune,Rell,Aatrox,Ahri,Lee Sin,Zeri,Galio,Rakan,Vayne,1
Varus,Karthus,Bard,Viego,Sion,Zyra,Jhin,Sylas,Pantheon,Gnar,1
Aurora,Jhin,Gnar,Neeko,Zac,Caitlyn,Elise,Camille,Pantheon,LeBlanc,0
Wukong,Caitlyn,Karma,Gwen,Viktor,Jinx,Lulu,Ornn,Trundle,Aurelion Sol,1
K'Sante,Vi,Aurora,Ezreal,Alistar,Ambessa,Corki,Maokai,Ashe,Renata Glasc,0
Aurora,Ezreal,Viego,Karma,Sylas,Rumble,Sejuani,Yone,Ashe,Rell,0
Rumble,Xin Zhao,Miss Fortune,Sylas,Leona,Varus,Sejuani,Jayce,Poppy,Taliyah,1
Vi,Ambessa,Leona,Jinx,Viktor,K'Sante,Mel,Ezreal,Poppy,Xin Zhao,1
Ambessa,Lillia,Varus,Braum,Azir,Jayce,Nidalee,Leona,Jhin,Hwei,0
Udyr,Xayah,Rakan,Nocturne,Galio,Kai'Sa,Nautilus,Ornn,Orianna,Pantheon,0
Varus,Vi,Ambessa,Rakan,Azir,Ivern,Kalista,Leona,Aurora,Camille,0
Ezreal,Viktor,Leona,Ornn,Viego,Jayce,Sejuani,Kai'Sa,Nautilus,Akali,0
Gragas,Jhin,Neeko,Jarvan IV,Viktor,Caitlyn,Nidalee,Sion,Braum,Tristana,0
Vi,Ahri,Kai'Sa,Ornn,Pantheon,K'Sante,Zyra,Tristana,Nautilus,Caitlyn,1
Varus,Skarner,Jayce,Leona,Mel,Ambessa,Maokai,Kog'Maw,Rell,Kayn,0
Varus,Skarner,Rell,Azir,Anivia,Miss Fortune,Xin Zhao,Alistar,Sion,Xerath,1
Lulu,Xin Zhao,Jinx,Akali,Renekton,Maokai,Zeri,Yuumi,Orianna,Wukong,1
Ezreal,Rell,Rumble,Pantheon,Aurora,Ambessa,Kai'Sa,Vi,Leona,Irelia,1
Zyra,Corki,K'Sante,Xayah,Rakan,Ezreal,Skarner,Aurora,Garen,Nautilus,1
Nidalee,Jayce,Rell,Ornn,Zeri,Rumble,Sejuani,Yone,Kai'Sa,Galio,1
Azir,Pantheon,Poppy,Leona,Jhin,Ambessa,Xin Zhao,Syndra,Jinx,Braum,1
Skarner,Gnar,Azir,Corki,Leona,K'Sante,Maokai,Ezreal,Ziggs,Poppy,0
Kalista,Ambessa,Renata Glasc,Nocturne,Orianna,Varus,Sejuani,Zyra,Renekton,Neeko,0
Vi,Yone,Ezreal,Rakan,Vex,Ambessa,Sejuani,Kai'Sa,Rell,Lee Sin,1
K'Sante,Varus,Xin Zhao,Nautilus,Orianna,Azir,Corki,Poppy,Nidalee,Braum,0
Pantheon,Xayah,Rakan,Ornn,Viktor,Xin Zhao,Kai'Sa,Nautilus,Jax,Aurelion Sol,0
Jayce,Zyra,K'Sante,Alistar,Kai'Sa,Corki,Skarner,Viktor,Rell,Rumble,1
Pantheon,Varus,Azir,Braum,Renekton,Ashe,Viego,Aurora,Leona,Aatrox,1
Jayce,Aurora,Nocturne,Ezreal,Leona,Ambessa,Vi,Akali,Varus,Renata Glasc,0
Karma,Xin Zhao,Gnar,Ezreal,Annie,Mel,Maokai,Wukong,Camille,Galio,1
K'Sante,Xayah,Rakan,Viego,Galio,Camille,Xin Zhao,Taliyah,Miss Fortune,Neeko,1
Jax,Miss Fortune,Nocturne,LeBlanc,Nautilus,Poppy,Jhin,Yasuo,Karthus,Ornn,0
Ashe,Gragas,Braum,Azir,Maokai,Jax,Ryze,Jhin,Lillia,Alistar,0
Yone,Caitlyn,Karma,Wukong,Kennen,Rumble,Sejuani,Lucian,Kalista,Pantheon,0
Vi,Ambessa,Aurora,Kai'Sa,Rakan,Varus,Xin Zhao,K'Sante,Mel,Renata Glasc,0
Jayce,Orianna,Nocturne,Tristana,Alistar,Varus,Aurora,K'Sante,Xin Zhao,Elise,0
Ashe,Graves,Jax,LeBlanc,Bard,Ambessa,Ezreal,Pantheon,Akali,Annie,0
Jayce,Zyra,Ashe,Nautilus,Syndra,Rumble,Corki,Jhin,Poppy,Nocturne,0
Aurora,Nocturne,Kai'Sa,Poppy,Rell,Ambessa,Viktor,Xayah,Sejuani,Braum,1
Jayce,Sejuani,Ezreal,Taliyah,Nautilus,Corki,Nidalee,K'Sante,Ashe,Braum,1
Miss Fortune,Rell,Lee Sin,Ahri,Camille,Nidalee,Gnar,Ezreal,Alistar,Taliyah,1
Aurora,Xin Zhao,Varus,Renekton,Rell,Ambessa,Vi,Ahri,Kai'Sa,Alistar,1
Rumble,Varus,Leona,Ahri,Wukong,K'Sante,Vi,Akali,Jhin,Alistar,1
Azir,Lillia,Olaf,Jinx,Thresh,Renekton,Wukong,Akali,Xayah,Blitzcrank,0
Rumble,Viego,Jhin,Amumu,Ryze,Miss Fortune,Leona,Gnar,Lillia,Yasuo,0
Jayce,Zyra,Renekton,Senna,Sion,Ezreal,Karma,Gnar,Viego,Azir,0
Sejuani,Zeri,Lulu,Gragas,Yasuo,Viktor,Jax,Caitlyn,Bard,Pantheon,0
Kalista,Neeko,Vi,K'Sante,Taliyah,Rumble,Varus,Xin Zhao,Karma,Jayce,1
Xin Zhao,Zeri,Yuumi,Gragas,Yasuo,Jinx,Lulu,Jax,Orianna,Camille,0
Corki,Maokai,Gangplank,Jhin,Poppy,Jax,Sejuani,Yone,Ashe,Seraphine,0
Corki,K'Sante,Xin Zhao,Vladimir,Leona,Miss Fortune,Wukong,Syndra,Sion,Braum,0
Sion,Miss Fortune,Syndra,Nautilus,Pantheon,Corki,K'Sante,Yasuo,Leona,Gwen,0
Viktor,Varus,Leona,Viego,Maokai,Corki,Yone,Lillia,Renata Glasc,Ornn,0
Mel,Wukong,Rell,Galio,Camille,Varus,Vi,Ornn,Nautilus,Azir,1
Azir,K'Sante,Varus,Sejuani,Lulu,Ezreal,Maokai,Poppy,Taliyah,Blitzcrank,0
Wukong,Lillia,Yone,Xayah,Renata Glasc,Xin Zhao,Sion,Ryze,Leona,Draven,1
Mel,Maokai,Jayce,Xayah,Leona,K'Sante,Sejuani,Orianna,Lucian,Braum,1
Vi,Viktor,Alistar,Zeri,Rumble,Aurora,Rell,Kai'Sa,Nocturne,Galio,1
Skarner,Ambessa,Syndra,Varus,Bard,Ivern,Hwei,Jayce,Leona,Sivir,1
Zyra,Leona,Corki,Renekton,Yone,Senna,Yasuo,Diana,Jayce,Ornn,1
Maokai,Lillia,Tristana,Alistar,Ezreal,Corki,Sejuani,Ambessa,Rell,Aurora,0
Maokai,Jinx,Hwei,Nautilus,Renekton,Corki,Pantheon,Aurora,Rell,Malphite,0
Draven,Viego,Ryze,Sion,Seraphine,Caitlyn,Xin Zhao,Braum,Anivia,Cho'Gath,0
Ambessa,Ashe,Poppy,Orianna,Gnar,K'Sante,Xin Zhao,Azir,Xayah,Rakan,1
Rumble,Jhin,Rell,Nocturne,Taliyah,Galio,Varus,Pantheon,Viktor,Bard,1
Aurora,Xin Zhao,Ambessa,Corki,Rell,K'Sante,Vi,Akali,Varus,Elise,1
Jayce,Nidalee,Corki,K'Sante,Alistar,Ambessa,Leona,Ryze,Vi,Kai'Sa,0
Nocturne,Kalista,Orianna,Galio,Aatrox,Maokai,Jayce,Ziggs,Leona,Jax,0
Renekton,Lillia,Ezreal,Nautilus,LeBlanc,Zyra,Miss Fortune,Olaf,Leona,Tristana,1
Renekton,Taliyah,Varus,Nautilus,Kindred,Azir,Ashe,Xin Zhao,Gnar,Renata Glasc,1
Skarner,Ezreal,Gwen,Leona,Aurora,K'Sante,Corki,Lillia,Nautilus,Sivir,1
Jayce,Kai'Sa,Maokai,Jax,Blitzcrank,Camille,Lee Sin,Aurora,Senna,Viego,1
Yone,Lillia,Maokai,Jhin,Poppy,Jax,Ezreal,Ahri,Lee Sin,Braum,1
Jayce,Varus,Viego,Sylas,Rell,Ashe,Maokai,Irelia,Viktor,Braum,0
Vi,Ahri,Aatrox,Smolder,Alistar,Wukong,Zeri,Sylas,Sion,Lulu,1
Sejuani,Zeri,Rakan,Akali,Wukong,Camille,Ziggs,Tristana,Rell,Shen,1
Jinx,Lulu,Galio,Volibear,Aurora,Miss Fortune,Kennen,Hwei,Viego,Bard,1
Pantheon,K'Sante,Rell,Xayah,Viktor,Ambessa,Sejuani,Poppy,Kai'Sa,Azir,0
K'Sante,Ezreal,Nocturne,Taliyah,Nautilus,Corki,Maokai,Poppy,Azir,Alistar,1
Tristana,Jarvan IV,Galio,Braum,Ornn,Orianna,Xayah,Nocturne,Leona,Olaf,0
Ambessa,Vi,Galio,Varus,Rell,K'Sante,Ezreal,Corki,Nidalee,Leona,1
Skarner,Ezreal,Ambessa,Azir,Pyke,K'Sante,Maokai,Corki,Ziggs,Rakan,1
Varus,Jayce,Zyra,Rell,Camille,Ezreal,Pantheon,Ambessa,Nautilus,Taliyah,1
Ambessa,Kai'Sa,Vi,Ahri,Nautilus,Ezreal,Wukong,Leona,Taliyah,Pantheon,1
Corki,Sejuani,Ambessa,Ahri,Nautilus,Wukong,Azir,Ezreal,Renekton,Alistar,1
K'Sante,Ivern,Nautilus,Kai'Sa,Viktor,Lulu,Wukong,Ashe,Sion,Cassiopeia,1
Sejuani,Ambessa,Ezreal,Taliyah,Rakan,Corki,Maokai,Renekton,Azir,Nautilus,1
Ezreal,K'Sante,Maokai,Corki,Alistar,Yone,Sejuani,Kai'Sa,Nautilus,Swain,1
Rumble,Tristana,Yone,Aatrox,Nautilus,Skarner,Ashe,Aurora,Ornn,Renata Glasc,0
Leona,Nidalee,Draven,Garen,Syndra,Jinx,Skarner,Thresh,Jax,Viktor,0
Rell,Renekton,Lillia,Draven,Orianna,Wukong,Ambessa,Poppy,Tristana,Ahri,1
Sejuani,Kai'Sa,Jayce,Sylas,Braum,Ambessa,Varus,Xin Zhao,Nautilus,Azir,1
Vi,Poppy,Ahri,Rell,Jinx,K'Sante,Xin Zhao,Xayah,Ryze,Leona,0
Maokai,Milio,Lucian,Vex,Kled,Varus,Gwen,Yasuo,Renekton,Renata Glasc,0
Vi,Jayce,Ahri,Bard,Zeri,Xin Zhao,Viktor,Sion,Jinx,Thresh,1
Varus,Lillia,Jayce,Camille,Leona,Sivir,Jarvan IV,Syndra,Gnar,Braum,0
Skarner,Azir,Corki,Thresh,Ambessa,Ezreal,Viktor,Leona,Vi,Warwick,1
Corki,Akali,Xin Zhao,Rakan,Jayce,Viktor,Ezreal,Wukong,Rell,Camille,1
Ambessa,Jarvan IV,Azir,Jhin,Karma,Orianna,Wukong,Poppy,Caitlyn,Leona,1
Rell,Pantheon,Cho'Gath,Syndra,Vayne,Bel'Veth,Thresh,Mel,Sejuani,Jinx,0
Pantheon,Galio,Alistar,Jhin,Aurora,Wukong,Rumble,Caitlyn,Elise,Syndra,1
Xin Zhao,Karma,Draven,Aatrox,Taric,Corki,Viego,Ornn,Aurora,Janna,0
Ambessa,Corki,Ivern,Viktor,Leona,Varus,Garen,Brand,Ezreal,Rell,1
Orianna,Pantheon,Rell,Tristana,Gwen,Miss Fortune,Zyra,Malphite,Rakan,Yone,1
Pantheon,Hwei,Jax,Sivir,Lulu,Xayah,Rakan,Ornn,Viego,Taliyah,1
K'Sante,Pantheon,Aurora,Jhin,Nautilus,Gwen,Ashe,Ahri,Jarvan IV,Alistar,1
Mel,Lee Sin,Jayce,Akali,Bard,Jax,Viktor,Sion,Miss Fortune,Blitzcrank,0
Ambessa,Diana,Viktor,Xayah,Renata Glasc,Renekton,Sejuani,Orianna,Kai'Sa,Alistar,0
Miss Fortune,Lee Sin,LeBlanc,Poppy,Aatrox,Pantheon,Aurora,Nautilus,Tristana,Lissandra,0
Ashe,Seraphine,Sylas,Cho'Gath,Nocturne,Braum,Viego,Ornn,Kai'Sa,Tristana,0
Olaf,Zeri,LeBlanc,Renata Glasc,Malphite,Orianna,Nocturne,Kai'Sa,Gnar,Karma,1
Ezreal,Zyra,Leona,K'Sante,Hwei,Corki,Karma,Braum,Lillia,Sett,1
Skarner,Yone,Cho'Gath,Nautilus,Tristana,Ashe,Nidalee,Renekton,Syndra,Alistar,0
Aurora,Varus,Ambessa,Nautilus,Nidalee,Orianna,K'Sante,Corki,Lee Sin,Leona,1
Rumble,Zyra,Yone,Kai'Sa,Leona,K'Sante,Sejuani,Sylas,Ezreal,Braum,0
Rumble,Aurora,Xin Zhao,Alistar,Ezreal,Ambessa,Sejuani,Akali,Corki,Rell,1
Rumble,Pantheon,Ezreal,Xin Zhao,Annie,Jax,Ashe,Rell,Zyra,Yone,0
Jayce,Sylas,Viego,Xayah,Rakan,Yone,Maokai,Kai'Sa,Jax,Blitzcrank,1
Vi,Ahri,Ambessa,Corki,Rakan,Xin Zhao,Viktor,Camille,Ezreal,Poppy,1
K'Sante,Ezreal,Syndra,Braum,Viego,Aurora,Ambessa,Kai'Sa,Pantheon,Rakan,0
K'Sante,Lillia,Leona,Sivir,Taliyah,Gnar,Varus,Poppy,Shyvana,Ahri,0
Ambessa,Jinx,Lulu,Viktor,Maokai,K'Sante,Taliyah,Qiyana,Lucian,Nami,0
Skarner,Ashe,Viktor,Gwen,Nautilus,Sejuani,Varus,Jayce,Yone,Leona,0
Vi,Galio,Aatrox,Jhin,Bard,Orianna,Nocturne,Kennen,Ashe,Renata Glasc,0
Rumble,Nidalee,Corki,Yone,Rell,Vi,Aurora,Ambessa,Kai'Sa,Leona,1
Ambessa,Vi,Kai'Sa,Rakan,Ahri,Sejuani,Varus,Renata Glasc,Darius,Sylas,0
Ambessa,Aurora,Corki,Nautilus,Nocturne,Jayce,Sejuani,Ezreal,Leona,Azir,0
Maokai,Poppy,Corki,K'Sante,Swain,Ambessa,Kalista,Galio,Xin Zhao,Sylas,1
Varus,Ivern,Leona,Gnar,Vel'Koz,Skarner,Ezreal,Rell,Viktor,Camille,1
Ambessa,Varus,Rell,Ahri,Taric,Vi,K'Sante,Leona,Ezreal,Taliyah,1
Ambessa,Ezreal,Leona,Ahri,Nocturne,Jayce,Vi,Kai'Sa,Rell,Aurora,0
Vi,Kai'Sa,Aurora,Rakan,Renekton,Ezreal,Nocturne,Orianna,Rell,Jax,0
Azir,Corki,Nautilus,Cho'Gath,Nocturne,Rell,Rumble,Varus,Taliyah,Jarvan IV,0
Corki,Pantheon,Rumble,Taliyah,Alistar,Viego,Jhin,Galio,Elise,Orianna,1
Ambessa,Ashe,Braum,Xin Zhao,Orianna,Kalista,Vi,Jayce,Renata Glasc,Aurora,1
Corki,Lillia,Rakan,Ezreal,K'Sante,Varus,Sejuani,Poppy,Orianna,Fiora,1
Ezreal,K'Sante,Azir,Ivern,Alistar,Ambessa,Sejuani,Akali,Kalista,Renata Glasc,1
Mel,Alistar,Kindred,Yone,K'Sante,Sivir,Lulu,Pantheon,Viktor,Jax,1
Nocturne,Kai'Sa,Aurora,Rell,Renekton,Ambessa,Ezreal,Sejuani,Ahri,Alistar,1
Fiora,Orianna,Nocturne,Ezreal,Rakan,Varus,Jayce,Akali,Olaf,Renata Glasc,1
Mel,Maokai,Camille,Jinx,Rakan,Ambessa,Leona,Lillia,Kai'Sa,Jayce,1
Skarner,Jinx,Rell,Aurora,Jax,Sivir,Lulu,Xin Zhao,Sion,Taliyah,0
Varus,Skarner,Ambessa,Taliyah,Leona,Ezreal,Azir,Renekton,Kha'Zix,Rell,0
Mel,Xin Zhao,Gnar,Syndra,Leona,Varus,Vi,Ryze,Jayce,Nautilus,0
Xin Zhao,Seraphine,Leona,Shen,Aurora,Ambessa,Maokai,Braum,Caitlyn,Syndra,1
Maokai,Corki,Ambessa,Lillia,Yone,Varus,K'Sante,Hwei,Nautilus,Nidalee,1
Pantheon,Ahri,Zeri,Rell,Gragas,Sejuani,Yone,Nautilus,Sivir,Aurora,0
Rumble,Kai'Sa,Pantheon,Nautilus,Galio,Nocturne,Miss Fortune,Ornn,Sylas,Poppy,1
Corki,Viktor,Nocturne,Rumble,Bard,Syndra,Pantheon,Tristana,Nautilus,Yone,0
Ezreal,Bel'Veth,Rakan,Yasuo,Gragas,Jhin,Bard,Amumu,Ornn,Cassiopeia,0
Mel,K'Sante,Varus,Pantheon,Renata Glasc,Vi,Ezreal,Ambessa,Sylas,Nautilus,1
